# epoch00,   epoch01,   epoch02,   epoch03,   epoch04,   epoch05,   epoch06,   epoch07,   epoch08,   epoch09,   epoch10,   epoch11,   epoch12,   epoch13,   epoch14,   epoch15,   epoch16,   epoch17,   epoch18,   epoch19,   epoch20,   epoch21,   epoch22,   epoch23,   epoch24,   epoch25,   epoch26,   epoch27,   epoch28,   epoch29,   epoch30,   epoch31,   epoch32,   epoch33,   epoch34,   epoch35,   epoch36,   epoch37,   epoch38,   epoch39,   epoch40,   epoch41,   epoch42,   epoch43,   epoch44,   epoch45,   epoch46,   epoch47,   epoch48,   epoch49
   605,  1777,  3068,  1227,  3807,   750,   534,  3993,  2877,  4261,  3280,  2325,   327,  1686,  3506,  2003,   983,  3876,  1770,  3552,  1308,  3491,  3096,  3212,   862,  2402,   470,  2829,  2485,  1147,  3191,  2641,  4306,  1033,  1411,  1291,  2912,  3828,  2643,  1973,  3744,   982,    33,  2157,  2606,   808,  2510,  3401,  1888,  3467
   606,   436,  2455,   303,   358,  1616,  1376,    39,  1202,  2903,  2764,  3752,  4290,   128,  3304,  1004,  3100,  2562,  3335,  1299,  4023,  2666,   191,  2671,  2040,  3821,  1044,   294,  2165,  1387,  2700,  3333,   745,   580,  1785,  4005,   625,   664,  1906,  2940,  1456,  2679,  3451,  3051,   934,  2719,  3248,   774,  3954,  3525
   607,  3656,   361,  2735,  1965,  3938,   222,  1617,  2189,  2769,  3748,  2038,  2740,  1523,  3441,  3330,  3823,  1166,  1475,  2649,  4010,  1580,  3480,  3180,  2439,  3812,   268,  1136,  2268,  3973,  3581,  1037,  1004,  3618,  2687,    68,  4117,  2834,    16,    28,  1901,  1085,    74,  1101,  2907,  2963,  2687,   352,  2643,   168
   608,   297,  3947,  3984,  1509,  3935,  1538,  2621,  4226,   388,  2337,   392,  1071,  3444,  2682,  1744,  2109,    71,  1894,  3483,  1220,  3355,  4152,   493,  4295,  2655,   141,  1170,  3365,  1224,  3336,  3214,  2582,  1916,  1734,  1690,  2238,   754,  1192,  1952,  3691,   384,   934,   250,  3161,  1872,   982,   712,  3176,   972
   609,  1404,  2388,  2795,  1305,  2947,  4259,  3236,  1688,   359,  2324,  2301,  3860,  2826,   600,   655,   290,   450,  3320,  1144,  2185,  3655,  3879,  1719,  1037,  2619,   938,   117,  1856,  2932,  3169,  1183,   682,  1108,  2546,  1546,   609,  2495,  1465,  1098,  2164,  1494,  3467,  2886,  4207,  3565,  1903,  4133,  3127,  4106
   610,  2554,  1991,  3611,  3796,  3554,  1438,  1442,  2182,  3074,   615,  4249,  3279,  4123,   496,  3795,  2353,  1564,  1854,  1558,  4025,  1347,  1862,   500,  1409,   554,  1654,  2094,  2004,   707,  4113,  2955,  1277,  2179,  3913,  3469,   312,   371,  2083,  3706,  3359,  4252,  2238,  4038,  2287,    57,  4291,  2710,  2613,  2992
   611,  3004,  2384,  4088,  2584,  2076,  4033,   695,    51,   614,  3734,  4091,   587,  2129,  2245,  1549,  2572,  2623,  2740,   977,  1711,   908,  1739,  3779,  4029,  2999,  1678,  1522,  1206,  1220,  2458,  4164,  3984,  3987,  3115,  3064,  1707,  4027,   837,  2561,  2244,  1977,  3413,  1694,  1219,  2673,  3979,  4091,    98,  1714
   612,  1187,  4227,  2049,  3622,  3139,  4104,  3240,  3118,  2190,   927,  1854,  4072,  4008,  3136,  4082,  1152,  3507,  2352,   816,  4174,  3103,   635,  1989,  1094,   951,  3763,   569,  3422,  1868,  2272,  4204,  3092,  3037,  3727,  2135,  4156,  2249,  3626,  3710,  2251,  3755,   822,  1592,  1138,  3490,   832,  3823,  1154,  2312
   613,  2694,  2316,  2752,    11,  1435,  1246,  4005,  2791,   499,  1996,  1906,  2424,  3930,  2571,  4184,  1738,  1565,  3989,   210,  1994,  1136,  3652,  1889,  2366,  2278,  4195,  3010,  3510,    69,   601,  1708,  3799,  2542,  3626,  4245,  3936,  3849,  2615,  2004,   530,  1388,  2345,  2892,  1111,   974,  1901,  1520,  3182,  4184
   614,    77,  4131,  3317,  2979,   326,  2888,  1585,   686,  4210,  3649,  4167,  3942,  2719,  1479,  1003,  1175,   678,  3940,  1823,  3555,  3571,  2473,   902,  3227,   312,  1684,  2813,  2437,  2520,  1023,   799,   792,  3207,  3450,   647,  1971,  3604,  1110,  4110,  1318,  3930,  4090,  3438,   508,   355,  1187,  1705,  2249,  4119
   615,  3112,  1893,   805,  1842,  3930,   544,  1069,  3478,  3965,  2596,  1134,  2052,   340,   508,  3413,  4249,  4276,   284,  3979,  1934,   346,  1234,  1402,   259,  1908,   126,  4022,  1107,  3544,   143,  3516,  4287,  1472,  3873,  1270,  3441,  2371,  2770,   981,    11,   613,   951,  1688,  2700,  1811,  3725,  3651,  3928,  4147
   616,  2329,  1678,   577,   325,  1067,   938,  2767,   220,  1483,  3832,  1420,  2122,  3819,  2301,  1678,  4106,  2687,  1650,  3504,   113,  2406,   435,  1734,   394,  3830,  1584,  1550,  4102,  3715,  4260,  1445,   220,  2747,  1876,  1211,   704,  3833,  1282,  1495,  4011,  3931,     6,  1344,  1879,   313,  3452,   611,  2859,  4140
   617,  2005,  4222,    32,  2319,  1958,   331,  3155,   532,   778,  1575,  2553,   715,   179,   876,  3098,  3437,  2846,  3311,   243,  2349,  2762,  3843,  3350,  2771,   955,  3044,  1054,    16,  2849,  1192,  1172,  3082,  4031,  3713,  4231,  1495,  3514,  2629,  2528,   372,  1066,  2809,  3102,  3962,  3128,  2637,  4062,  2603,  2986
   618,  1530,   618,  2468,  1232,  1082,  2457,  3542,   450,   574,  3522,   863,  1251,  3447,  4213,  1962,  2358,  4287,  2027,  4208,  2545,  2625,   542,  4192,  2573,  1340,   460,  2090,  2994,  3295,  3128,   244,  1091,  2294,  4058,  1645,  2068,  3350,   442,  3304,    73,  3925,  1644,  3022,  2655,  4259,  4023,  3330,  2702,  2667
   619,  2942,   859,  3421,  1283,  1144,  4255,  3412,  3039,   931,  2744,   683,   246,  1267,  4035,  2994,   603,  1446,  4175,  2583,   310,   379,  1469,  1245,   345,   753,  2646,  3234,  3774,   566,  2424,  1639,  2793,  1130,  1475,  2277,  3262,   111,  3734,  4199,  1859,  2938,   728,  4100,  1554,  4141,  3325,  3051,   758,  4146
   620,  1135,   348,  1042,  2978,   560,  1830,   718,  1907,  3061,  1239,  3149,   435,  1482,  1067,   882,  2151,  1028,  3429,  1516,  2137,  3186,   586,  2719,  3973,  2058,   169,  1408,  1055,   714,  2940,   462,  1802,   876,   966,   395,  4305,  2961,  3842,    40,   938,  3817,  3521,  1648,   367,  1029,  3786,  1272,  3622,  2285
   621,  1176,  1617,  1789,  2069,  4060,  4024,   654,  2149,   730,  2591,  2763,   194,  2358,  3781,   330,  3649,  4072,  1925,   351,  1830,  3141,   307,    18,  1717,  2485,  4219,  1879,   622,  4288,  3188,    34,  3389,  1412,  2813,  2675,  3485,  4003,   740,   514,  1725,  3499,  1945,  2724,   440,  3031,   789,  1806,  3492,   137
   622,  2317,  1691,   299,  2033,  1509,  2521,  2190,  1258,  1430,  4305,  3830,   963,  2434,  2950,  1821,  1382,   325,  1106,   135,   900,  3436,   258,  1592,  1967,   334,   564,  1428,  2011,  3874,   141,   467,  1777,  2020,  3430,  4144,  2183,  1658,  4229,  2033,  3076,   728,   360,  1097,   687,  3967,   465,  3950,  3317,  3538
   623,  2071,  1870,   375,  2866,  3826,   309,  1800,   586,  3229,  2543,  2111,   916,  2803,   185,  3095,  4022,  3644,   430,  3310,  2414,  4110,  3002,  1272,  3488,   923,  2601,   671,  2037,  3628,  1774,  1431,  2725,  3260,  3766,  1019,  1087,  3414,   797,  3943,  1472,  1355,   751,  2430,  2158,  3173,  2693,  2531,  3345,   630
   624,  1328,  2945,  2394,   563,   767,  4262,  2102,  2644,   672,  3355,  1605,  1215,  3221,  3662,  2333,   578,  1141,  1607,  1372,  3360,  1370,  3217,   584,   240,  2701,  2389,   202,  4104,  3654,  2284,   424,  3131,   781,    88,  2397,   716,  1472,  1537,   255,   355,  2293,  2342,  1796,  1484,  2430,   865,   623,  2601,   407
   625,  3322,  1792,  3936,  3119,   808,  3198,  4126,  3419,  2252,   655,  3750,  2340,  1492,  1202,  3565,   595,   338,  2044,  2035,  4131,  3365,  2977,  4058,  2916,  2319,  2656,    19,  3489,  1918,  1648,  2000,   554,  1576,  3494,   217,  2379,  2087,  2137,  1810,  2257,  1691,  1938,  2750,  3947,  1573,  1722,    68,  1263,  1060
   626,   530,   967,  3862,  4188,   729,    87,   729,  3682,  2262,  2779,  1574,  3640,  3773,  2922,  1174,  2122,  2953,  1046,  2673,  4057,  2352,  3017,  1855,  1242,  3746,  1359,  3632,  1742,  1790,  2184,  3482,  2379,  1409,  3783,  3607,  3143,   735,  2171,  3278,  4282,  1095,  1662,  1973,  3976,  4140,   772,  3689,    45,   447
   627,  2036,  2669,  1848,  1356,  1932,   370,  1042,  2249,  1142,  1112,  1934,  3234,    39,   369,  2362,  3219,  1393,  2353,   447,   167,  1602,  1829,   463,   375,  3335,  1914,  1994,  1509,  3218,  2899,  3147,  1599,  4128,  1593,  2070,  2061,  1443,  3172,  1006,  1389,  4074,  2707,   538,  1647,  4035,   177,  3847,  1498,   430
   628,  4205,  1983,  1020,  2254,  1239,  3727,  1277,  3362,  1161,   427,  2487,  3936,  2370,   796,  2877,   396,  4293,  1392,  3721,  3521,  4112,  1064,   495,  3233,  3650,   617,  2270,  1406,  2071,  2134,  1230,  2239,   467,   765,  2791,    56,  1286,  1764,   916,  2314,  2318,  4119,  2129,  2841,  3124,  3383,   614,  3665,  3046
   629,   724,  4057,  2954,  3650,  1352,   413,   988,   637,   796,  2085,  2923,  2477,  2691,  2284,   148,  2071,   484,  1279,  2049,  3089,  3973,  3979,  2923,  1645,  2105,    25,  3743,  4134,  1196,   163,  3662,  3391,   432,   240,  2933,  3895,   270,   598,  1597,  2167,  3960,  3696,  1604,  1273,  1788,  3320,  3621,  4220,  3748
   630,  3520,   162,  3454,  2753,  4296,   152,  2868,   983,   972,  1774,  1090,  2331,  1978,  1063,   424,  1119,  3975,   809,  3923,  2348,  3218,  1339,  4230,  3091,  3649,  1700,   883,  4180,  3357,  3469,   681,  3958,  2660,  3188,  1789,  3399,  2355,  1742,  1476,  2442,  1109,  3853,  2609,  2593,  1240,  1147,  1442,  1070,   744
   631,  1016,  2398,  3863,  3411,  1449,  1680,  2338,  3547,  2324,   404,  1185,  3491,  1457,  3122,   527,  3224,  2685,   479,  2164,  1218,  2518,  2738,  1205,  2669,  2064,  1410,   602,  2599,   986,  3081,  1181,  3666,  1594,  2785,  2161,  3588,  3181,  1296,  3473,  2259,  1451,  1677,  4246,  4218,  3321,  2899,  1689,   705,  2478
   632,   795,  3980,  1857,  2221,   545,  4043,  2076,  2670,  3351,  1231,  1512,  2275,   319,  2062,  1063,  1570,  3659,  3058,   865,  1904,  1472,   519,   910,  3472,   901,  3229,  1255,   112,  2994,  2034,   310,  3644,  3474,  1324,   793,  3762,   224,  1228,  1776,  1477,  3254,  4131,  3371,  1420,  4063,  3753,  1047,  1533,  2777
   633,  2504,  2411,   247,    74,  3083,  4263,  1690,  2013,  3847,   875,  3928,  4071,  1689,   110,  1354,  1030,  1832,  2387,  1145,  1785,   475,  1243,  2103,  3374,  3663,  1499,  2227,  1735,  3970,  1382,  1295,   711,  2005,  4121,   818,   628,  3952,  4240,  1321,    64,   324,  4061,  2520,  2147,  4247,  1838,  1350,  1274,  1780
   634,   264,   584,  3777,  2604,  1436,  3889,  1787,  1523,  1288,  1120,  3737,  1536,  2862,  1184,  3552,  3166,  1708,  2251,   698,  1810,  3931,  2391,  3845,  3897,  1638,  3384,   868,  1303,  2353,  1306,  1362,    22,  3428,  3579,  4230,  1624,   350,  3258,  3632,  3537,  3210,  1282,  3408,  3287,  2885,   774,  1298,  1667,  1410
   635,  3125,  4180,  2300,  1958,  3735,   578,  1407,  2103,  1034,  2156,   476,  1721,   313,  3727,   208,  2226,  1370,  3330,  4070,    53,  1770,   939,  4183,  2511,  1115,  1587,   513,  3204,  1885,   552,   110,  3836,  2846,  3363,  3074,  2988,   321,   545,  2780,  2761,  2583,  2184,  3771,  2071,   968,  3033,  4109,  2784,  2995
   636,  3492,  3403,   263,  3881,  1233,  1915,   677,  2141,  2241,   739,  1083,  3270,  3692,  2075,  1100,  1317,  1916,  2386,  3131,  3612,  1353,  1374,  1497,  1319,  2494,  3698,  3847,   492,  1825,  2361,  3236,  2291,  3465,  2950,  1468,  1231,  2651,  1968,   432,  3806,  1090,  4285,  3189,  1032,  2969,  3670,  3164,  2672,  1809
   637,  3188,   134,  2664,   468,  1581,  2200,   413,  3996,  3677,  3483,  1477,  3204,   988,  3796,  3292,  2282,  4194,  3251,  3448,    77,  4115,   570,  3859,   116,  3818,  2975,   783,  4090,  3671,  1787,  1490,  2158,   576,  3839,   905,  2827,   716,  3761,  3944,  1748,    48,  2304,  1950,  3838,  2146,  1955,   111,  2648,  2499
   638,   458,   566,  1903,  3748,   937,  2903,  2530,  4289,   664,    85,   302,   561,  2776,  1589,   248,   743,  3849,    17,  2730,  2190,  4198,  2836,  3821,  1378,  2044,  2896,   261,    21,   479,  2038,  2353,  4196,  1443,  1739,  1647,     8,  3924,  3636,  3248,  2144,  1054,  2357,   955,  2448,  4280,  4245,  2324,  3542,   915
   639,  3775,   304,  3172,  1619,  3124,  3514,  3034,  1831,   342,   675,  4198,  2864,  3187,  1406,  2101,  3776,  4103,  2861,  3469,  2168,  2523,  3140,   563,  2759,   293,  2709,  1518,  4160,  1375,  2329,  1739,   729,  3507,  1926,  3859,  1293,  3878,  4255,   381,  3495,    30,  2718,  3041,  1602,  3948,   176,  4088,  2240,  1997
   640,  3688,  1061,  3974,  1697,  3594,   977,  2793,  1519,  2594,  3161,   396,  2472,  3830,   280,   483,  1874,   629,  1020,    64,  3605,  3552,  3558,  3723,   121,  2661,  1918,  2019,   697,  3098,  1183,   977,  2702,  2373,  2269,   126,  3594,  2713,  3100,   528,  1494,   189,   446,  3033,  1534,  1086,  3817,   909,  2747,  1140
   641,   503,   928,   406,   353,  1427,  3240,  3684,  2452,   846,  2685,  4097,  3109,   603,  2974,  3430,  1700,  1926,  3203,  1813,  2235,  2740,   122,  2216,  2094,  2294,  3540,   979,  3305,  1970,   649,  2146,  1621,  2196,  4056,   629,   195,  2960,  3641,   680,  2163,   188,  3396,  1419,  3745,  1230,   783,  2123,    63,  2981
   642,  2134,   525,  1504,  2355,  1920,  1348,  3122,  2827,   320,  3519,  3820,  3648,  4127,  1385,  1858,  4000,  3281,  3066,  1594,   238,  3717,  3367,   291,   479,  2518,  2599,  3529,   932,  2358,  1760,   389,   195,  1501,   852,  1846,  2067,  2529,  2444,  1553,  4015,  1370,  3514,  2070,  2336,  3692,  3577,  3549,  3489,  2670
   643,  2955,  2314,  2693,   942,   841,  4296,  2369,   716,  1308,  1297,   937,  1198,  2183,  3032,  3672,  1603,    35,  1815,  3500,  2330,  2642,  2648,  4271,  1131,   929,  1794,  3712,  1074,  2388,  2818,   664,  2503,  1599,  3623,  1821,  3930,   753,  4247,  1828,  1358,  1577,   830,  3025,  1035,  4253,  3101,  3559,  2880,  1395
   644,  2429,  1258,  1083,   153,   109,  2650,  1764,   788,  1660,  3995,  4125,  2130,  1503,  2815,  3990,  3612,   166,  3394,  3529,   807,  2986,   229,  1355,   438,  2472,  1655,  4123,   887,  4073,  3524,  2441,  2602,  1395,  1882,  3082,  3059,  1463,  1089,  2727,  3282,   578,  1171,  1527,  3277,  2070,  4062,   409,  3934,  1514
   645,  2529,  4145,   964,  2892,  2045,   558,    52,   724,   271,  2185,  1024,  4189,  1859,   364,   609,  2251,  3813,  3580,  1095,  1744,  1283,   515,  3134,  2583,   519,  2978,  3780,  1039,  2997,   263,   855,  1118,  3123,  3491,    25,   348,   666,  3563,    37,  1596,  3933,  1290,  2190,   954,  1781,  3168,  3293,  3703,  4108
   646,  1767,  3711,  3268,  4297,  2011,   950,  2590,  2206,  4282,  1404,  3942,  4016,  1765,  1683,   267,   413,  3235,   346,  1829,  1083,  3175,   601,  1401,   734,  3050,   795,   393,  3665,  1533,  1397,  1429,  2674,  1711,  3709,   757,  2361,  1970,   323,  1752,  2626,  3680,  1333,  1385,  3102,  3668,  2450,   685,  1709,   477
   647,   561,  2313,  1204,  4120,  1306,  3028,   920,  3114,   583,  2495,   948,  2220,  1528,  2562,  2637,   312,   498,   466,  1951,  1126,  2636,  1263,  3138,  3791,  1070,  3813,  2947,   833,  3185,  3236,  2932,  2657,   941,  2420,  2259,  1651,  2414,   859,  2007,  3955,  3360,  3721,  3818,  3041,   423,  3105,  2856,  2770,  3303
   648,  2061,  3650,   816,  2195,  2574,  4270,  1064,  4066,  3887,   816,  2125,  2169,  1483,  1179,  3808,  2428,    42,   457,  2487,  4168,  2230,    90,  2195,  2084,  1248,  3018,   712,  3507,  3011,  1144,  1583,  2947,   223,  2199,  3429,  2892,  4277,  1391,  2660,   273,  3502,    24,  2054,  3301,  1202,  1143,  2201,  4030,   964
   649,  1473,  1653,   991,  1996,  2203,  4234,   783,  3138,  3020,    18,  3329,  3333,  1662,  1292,   478,  3499,  1675,  1401,  3136,  3353,  3722,   510,  2454,   284,  1213,  3576,    51,  2515,  3447,  1452,  2109,    15,  2656,  2635,  1470,  2922,   851,  1498,  1674,  1632,  3194,  1540,  2908,  3795,  2042,  3988,   198,  3387,   463
   650,  2290,    28,  3566,   560,  2669,  3340,  1707,  4292,  2096,   955,  4123,  2232,  4057,  3179,  2779,  3903,  3052,  1970,  2308,  4254,  4160,  4093,  3231,   571,   605,  3319,  1129,  3534,  2399,   994,  3786,   785,  2042,  2447,  1429,   220,   672,  3426,  2235,  2387,  2532,  2449,  2504,   428,  2879,  4120,   340,  3286,  1889
   651,  3779,   852,   945,  1150,   235,   266,  3460,  1777,   856,  3078,  1325,   741,   569,   641,  1375,   579,  2726,  2910,   946,  1214,  1290,  2130,  1532,  3102,   854,   291,  3652,  3140,     7,  3966,   838,   196,  3539,  2098,  2455,  1494,  2492,  4264,   138,  2826,  1407,  3914,  3277,     3,   549,   360,  1777,  2553,  1174
   652,  3715,  1713,  2044,  2330,  4006,  1472,  3946,   896,  4245,  4183,  3915,  2733,   626,    13,  3884,  3681,  3717,   149,  4018,  2984,  4107,  2787,  3944,  4003,  3857,  2332,  1282,  3506,   295,  3036,  2948,  3090,   351,  1352,  2106,  3056,  2515,  3129,  1704,  4259,  1190,  3978,  1257,  1432,  2848,   685,  1006,  3658,  3366
   653,  2874,  2492,   687,  4280,  3350,  3078,     1,  3007,   442,  1373,   532,  2116,   794,  2576,  3898,  3292,   897,  1057,  3390,  4187,  2336,  3876,  2203,  3194,  1601,  2308,  1867,  1523,  3916,  2108,  3415,  3178,  2290,  2937,  3696,  2093,  4125,   574,  2122,  3211,  3312,   651,   940,  2371,  4207,  1084,  3072,  3966,  2911
   654,  3934,  1753,  2285,  1417,  3298,   565,  3930,  1694,  3398,  3427,  1586,  2087,   410,  3846,   651,  3650,  1087,  2346,  1588,  1631,  4185,  3167,  3535,   539,  1381,  1771,  3922,  4040,  3332,  4299,   705,  3900,   604,  1775,  2244,   565,   352,  2449,  3999,   611,  3924,   102,  1422,  2392,   389,  2623,   327,  3114,   125
   655,  2293,  3091,  2893,  2810,   886,   965,  3754,   608,  3980,  2903,  2243,  3243,  1510,  1420,  2022,   898,  2176,  3044,  1159,  1135,  1589,   782,   397,  2966,  3564,  2448,  1684,  1580,  2969,   706,  3066,   561,  4010,  2322,  2887,  2464,  1398,  3764,   373,  1968,  1555,  3769,  2524,   672,  3470,   301,   788,  2370,  3764
   656,  1674,  4079,   191,  2534,   933,  1531,  4121,   288,  4259,   201,  1981,   518,  2630,  2018,  3728,  1178,  2977,   556,  2608,   355,   649,  2715,  3958,  1262,  3551,  3668,   873,  3435,   352,  2022,  2653,  1446,   644,  1163,  1197,  2816,   142,  1021,  3624,  1561,  3561,  1759,  2133,   754,  3229,   230,  2478,  1504,  2155
   657,  3673,  3024,  1834,  3039,  1790,  3172,  2013,  3241,  1864,  2370,  2964,    95,  4268,  1604,   643,  4285,  3851,  3479,  4105,  1353,  1594,  1452,  4019,  1267,   472,    75,   312,  4270,   521,  1840,  1371,  1106,   483,  1995,  1653,  4150,  2108,  3164,  3774,   945,  1708,  1521,   687,  2489,  3361,  1893,  3391,  2862,  2133
   658,   858,  3380,  2652,  2541,  4125,  3985,   127,  2076,  1016,  3354,  1169,   334,   478,  1736,  1843,  1032,  2186,  1598,   652,  2683,  2545,  2226,  2245,  2337,  3779,  3532,  1592,   958,   811,  1858,   420,   930,  3271,  3444,  1398,  1403,  2318,  2868,   768,  1646,  3993,  1509,  3305,   146,  2022,   668,   715,  1627,   338
   659,  4131,  1239,  2331,  3488,  3503,  2152,  2911,  2355,  3442,   421,  3699,  4032,  1728,  1850,  2559,  1679,   320,  2606,  3570,  1863,   234,  3138,  1467,  2318,   279,   364,  2089,  3858,  1181,  1160,  3982,  3033,  3669,   747,  3115,  3542,   369,  2562,  1207,  3590,  1933,  2631,  1564,  1269,  3549,   140,   913,  2570,   905
   660,  2500,  3388,  2588,  1434,   909,  3888,  3443,   334,  1423,  2612,   308,  2337,   921,  1827,   553,   717,   912,  1839,  1283,  4043,  3728,  3975,  2723,    14,  4140,  3265,  2157,  3427,  4251,  3257,  1635,   949,  1852,   766,  3308,   326,    37,  2477,  3176,  2780,  3423,  2404,  3405,  2687,  1197,  1381,  3616,  3734,  1157
   661,  2359,   567,  1733,  1997,  2619,   146,  2623,  2809,   580,  2464,  3181,  3650,   692,   984,  2164,  4284,  3567,  2990,   944,   662,  3409,  3052,  3027,   362,   198,  2122,   405,  2718,  2935,  2685,  3583,  3340,  1950,  2342,  2176,  4021,   622,  1881,   382,  3804,  1557,  1275,  2474,  1316,  1194,   974,  2213,  3670,  3644
